chrom,start,end,name,score,strand,samplea_counts,samplea_total,sampleb_counts,sampleb_total,samplea_percents,sampleb_percents,samplea_fraction_modified,sampleb_fraction_modified,map_pvalue,effect_size,cohen_h,cohen_h_low,cohen_h_high
chr1,206586454,206586455,.,1.6737009444735804,-,m:17,101,m:23,78,m:16.83,m:29.49,0.16831683,0.2948718,0.0697648623459969,-0.1248717948717948,-0.302573354198669,0.0071351748622335,0.5980115335351046
chr1,206586494,206586495,.,-0.3306772902599277,+,m:102,145,m:77,111,m:70.34,m:69.37,0.7034483,0.6936937,1.0,0.01,0.0212580958153461,-0.2259271719018732,0.2684433635325655
chr1,206586495,206586496,.,0.4315190246600195,-,m:70,98,m:41,66,m:71.43,m:62.12,0.71428573,0.6212121,0.5663174299901612,0.093073593073593,0.19804722011836,-0.1140464852339051,0.5101409254706253
chr1,206586496,206586497,.,-0.1553605552473413,+,m:98,141,m:89,122,m:69.50,m:72.95,0.69503546,0.7295082,1.0,-0.03,-0.0761791972702092,-0.1661671585554722,0.3185255530958908
chr1,206586497,206586498,.,-0.2177947619872213,-,m:63,77,m:51,65,m:81.82,m:78.46,0.8181818,0.7846154,1.0,0.0335664335664336,0.0842050051354301,-0.2459289707980497,0.4143389810689101
chr1,206586508,206586509,.,0.542208205719021,+,m:121,157,m:89,127,m:77.07,m:70.08,0.77070063,0.7007874,0.6493947541713089,0.07,0.1588670812944856,-0.075046573345917,0.3927807359348884
chr1,206586509,206586510,.,-0.1726166703754188,-,m:80,96,m:51,64,m:83.33,m:79.69,0.8333333,0.796875,1.0,0.0364583333333333,0.0940163175136503,-0.2222715104567646,0.4103041454840653
chr1,206586510,206586511,.,-0.1154777046069739,+,m:131,168,m:97,130,m:77.98,m:74.62,0.7797619,0.74615383,1.0,0.03,0.0790721842591875,-0.1498721529709876,0.3080165214893626
chr1,206586511,206586512,.,0.4654222814949378,-,m:81,99,m:50,68,m:81.82,m:73.53,0.8181818,0.7352941,0.4694864055422847,0.0828877005347593,0.1998176922719654,-0.1088806326850087,0.5085160172289396
chr1,206586518,206586519,.,-0.3091425889860488,+,m:140,173,m:102,128,m:80.92,m:79.69,0.80924857,0.796875,1.0,0.01,0.0311174125255222,-0.1973915836171718,0.2596264086682163
chr1,206586519,206586520,.,-0.0799629656395382,-,m:98,117,m:67,84,m:83.76,m:79.76,0.83760685,0.79761904,1.0,0.0423809523809523,0.1036924576088571,-0.176601377501309,0.3839862927190233
chr1,206586536,206586537,.,-0.2845421000423584,+,m:91,143,m:72,117,m:63.64,m:61.54,0.6363636,0.61538464,1.0,0.02,0.0433583828554617,-0.2009699408606323,0.2876867065715559
chr1,206586537,206586538,.,-0.3274508897466717,-,m:69,105,m:47,73,m:65.71,m:64.38,0.6571429,0.6438356,1.0,0.0161643835616438,0.0279098212088555,-0.270767338401653,0.3265869808193641
chr1,206586546,206586547,.,-0.1521104599663658,+,m:86,165,m:65,134,m:52.12,m:48.51,0.5212121,0.48507464,1.0,0.03,0.0722920945171956,-0.1556315149439038,0.3002157039782951
chr1,206586547,206586548,.,0.7004738534826913,-,m:65,103,m:37,71,m:63.11,m:52.11,0.63106793,0.52112675,0.2762593098671815,0.1088732394366197,0.2229687212997171,-0.0793568821783236,0.5252943247777578
chr1,206586578,206586579,.,-0.3450022351889288,+,m:119,162,m:94,128,m:73.46,m:73.44,0.7345679,0.734375,1.0,0.0,0.0004367627049499,-0.2313478481008359,0.2322213735107359
chr1,206586579,206586580,.,-0.3309288684177431,-,m:55,86,m:42,67,m:63.95,m:62.69,0.6395349,0.6268657,1.0,0.0126692120791391,0.0262893418874201,-0.2930902631299345,0.3456689469047748
chr1,206586580,206586581,.,-0.3280695724952807,+,m:92,121,m:81,108,m:76.03,m:75.00,0.76033056,0.75,1.0,0.01,0.0240263470267136,-0.2354281898656497,0.2834808839190771
chr1,206586581,206586582,.,0.5223582565906923,-,m:61,79,m:34,51,m:77.22,m:66.67,0.7721519,0.6666667,0.4311563792101611,0.1054852320675105,0.2357220014874517,-0.1163416049756975,0.587785607950601
chr1,206586591,206586592,.,-0.0403649285365759,+,m:121,131,m:93,98,m:92.37,m:94.90,0.9236641,0.9489796,1.0,-0.0289795918367347,-0.104176157796004,-0.1575921988285269,0.3659445144205351
chr1,206586592,206586593,.,-0.2530398235612665,-,m:106,115,m:76,84,m:92.17,m:90.48,0.9217391,0.9047619,1.0,0.0152380952380952,0.0603852357391163,-0.2209253441765301,0.3416958156547628
chr1,206586599,206586600,.,0.3583108550038787,+,m:91,154,m:65,125,m:59.09,m:52.00,0.59090906,0.52,0.449109457519685,0.0699999999999999,0.1428244457119332,-0.0931336191264361,0.3787825105503025
chr1,206586600,206586601,.,-0.3028784367444928,-,m:58,121,m:41,82,m:47.93,m:50.00,0.47933885,0.5,1.0,-0.02,-0.0413340597964864,-0.2390133181980443,0.3216814377910171
chr1,206586607,206586608,.,-0.194495895373052,+,m:139,178,m:111,147,m:78.09,m:75.51,0.78089887,0.75510204,1.0,0.02,0.0611352282052974,-0.1572992064876654,0.2795696628982604
chr1,206586608,206586609,.,0.202172839617333,-,m:85,103,m:61,80,m:82.52,m:76.25,0.8252427,0.7625,0.5318050190414481,0.0675,0.1555082610102216,-0.1365772606515765,0.4475937826720197
chr1,206586611,206586612,.,-0.2127377572099362,+,m:107,158,m:91,129,m:67.72,m:70.54,0.6772152,0.70542634,1.0,-0.0299999999999999,-0.0610842247017786,-0.171492173625177,0.2936606230287343
chr1,206586612,206586613,.,-0.2662476407339227,-,m:43,70,m:36,62,m:61.43,m:58.06,0.6142857,0.58064514,1.0,0.0336405529953917,0.0686120777888954,-0.2732021939871309,0.4104263495649218
chr1,206586627,206586628,.,-0.2902765492603976,+,m:108,168,m:78,125,m:64.29,m:62.40,0.64285713,0.624,1.0,0.02,0.0391364439981092,-0.1923748880770367,0.2706477760732552
chr1,206586628,206586629,.,-0.0964384399997015,-,m:56,105,m:37,77,m:53.33,m:48.05,0.53333336,0.48051947,1.0,0.0494805194805195,0.105687120709337,-0.1883781742427858,0.3997524156614599
chr1,206586655,206586656,.,-0.176136063041838,+,m:99,143,m:87,120,m:69.23,m:72.50,0.6923077,0.725,1.0,-0.04,-0.0719742330066157,-0.1706685192766125,0.3146169852898441
chr1,206586656,206586657,.,0.0207877611844651,-,m:93,113,m:65,84,m:82.30,m:77.38,0.82300884,0.77380955,1.0,0.0461904761904761,0.1228396490469769,-0.1595198087898623,0.4051991068838163
chr1,206586666,206586667,.,0.7252592842096419,+,m:126,164,m:85,123,m:76.83,m:69.11,0.76829267,0.6910569,0.4117630545569929,0.08,0.1743027139995518,-0.0594811646585901,0.4080865926576938
chr1,206586667,206586668,.,-0.3371978801940543,-,m:78,112,m:53,77,m:69.64,m:68.83,0.6964286,0.6883117,1.0,0.0116883116883116,0.0175879553340232,-0.2725634104458287,0.3077393211138752
chr1,206586678,206586679,.,1.1127201218928349,+,m:167,185,m:138,145,m:90.27,m:95.17,0.9027027,0.9517241,1.0,-0.0499999999999999,-0.1913869779019275,-0.0260008362162636,0.4087747920201186
chr1,206586679,206586680,.,0.0201083552925069,-,m:112,123,m:81,86,m:91.06,m:94.19,0.91056913,0.94186044,1.0,-0.031860465116279,-0.1203512616013693,-0.1551473742355313,0.39584989743827
chr1,206586683,206586684,.,-0.33260338885799,+,m:166,176,m:124,132,m:94.32,m:93.94,0.9431818,0.93939394,1.0,0.0,0.0161147996228177,-0.2095584848726226,0.241788084118258
chr1,206586684,206586685,.,-0.0983767104589787,-,m:103,113,m:76,81,m:91.15,m:93.83,0.91150445,0.9382716,1.0,-0.0282716049382715,-0.1019446486140256,-0.1833983526003663,0.3872876498284175
chr1,206586718,206586719,.,-0.0877961969528087,+,m:103,161,m:76,127,m:63.98,m:59.84,0.63975155,0.5984252,1.0,0.04,0.0851321098522734,-0.1474785088319964,0.3177427285365434
chr1,206586719,206586720,.,-0.3195710496470951,-,m:61,105,m:46,77,m:58.10,m:59.74,0.5809524,0.5974026,1.0,-0.0174025974025974,-0.0334381577414411,-0.2606271372106817,0.3275034526935639
chr1,206586769,206586770,.,-0.2468228396818972,+,m:110,152,m:86,115,m:72.37,m:74.78,0.7236842,0.7478261,1.0,-0.03,-0.0547649265169152,-0.1874679059903023,0.2969977590241328
chr1,206586770,206586771,.,1.1258549237520583,-,m:61,113,m:53,80,m:53.98,m:66.25,0.539823,0.6625,0.3224339332879268,-0.1224999999999999,-0.2512813403918275,-0.0350985577527165,0.5376612385363715
chr1,206586802,206586803,.,1.528303832021038,+,m:93,123,m:61,96,m:75.61,m:63.54,0.75609756,0.6354167,0.1767958580223694,0.1245833333333333,0.2634800081683723,-0.0034405204068304,0.5304005367435751
chr1,206586803,206586804,.,-0.0121650900539975,-,m:70,111,m:57,83,m:63.06,m:68.67,0.6306306,0.686747,1.0,-0.0567469879518072,-0.118444208634161,-0.1659681214735113,0.4028565387418334
chr1,206586817,206586818,.,-0.2480970234610993,+,m:103,116,m:72,83,m:88.79,m:86.75,0.88793105,0.8674699,1.0,0.0225301204819277,0.0625024772312774,-0.2192752023500438,0.3442801568125987
chr1,206586818,206586819,.,-0.2502675478973231,-,m:86,92,m:58,61,m:93.48,m:95.08,0.9347826,0.9508197,1.0,-0.0160370634354952,-0.0692239010947317,-0.2543958170111576,0.3928436192006211
chr1,206586822,206586823,.,-0.2796016116939199,+,m:174,186,m:137,145,m:93.55,m:94.48,0.9354839,0.94482756,1.0,0.0,-0.039420831092483,-0.1777100599971933,0.2565517221821595
chr1,206586823,206586824,.,0.0444080434350553,-,m:102,113,m:75,80,m:90.27,m:93.75,0.9026549,0.9375,1.0,-0.0374999999999999,-0.1292380232113261,-0.1571418749332179,0.4156179213558702
chr1,206586829,206586830,.,0.1766849492579467,+,m:153,169,m:120,128,m:90.53,m:93.75,0.9053255,0.9375,1.0,-0.0299999999999999,-0.1201728360192406,-0.1094832603572985,0.3498289323957799
chr1,206586830,206586831,.,-0.289372101608933,-,m:108,120,m:74,81,m:90.00,m:91.36,0.9,0.91358024,1.0,-0.0135802469135801,-0.0467407546690381,-0.2351059667569016,0.3285874760949779
chr1,206586832,206586833,.,-0.2226410178272431,+,m:162,175,m:125,133,m:92.57,m:93.98,0.9257143,0.9398496,1.0,-0.0099999999999998,-0.0565260923660084,-0.1689386327882485,0.2819908175202654
chr1,206586833,206586834,.,0.1002952307537441,-,m:71,79,m:49,58,m:89.87,m:84.48,0.89873415,0.8448276,1.0,0.0539065910082933,0.1620747452051945,-0.1768324834785589,0.5009819738889478
chr1,206586846,206586847,.,-0.2814511705044538,+,m:156,174,m:114,129,m:89.66,m:88.37,0.8965517,0.88372093,1.0,0.02,0.0410460282598492,-0.1866733167511435,0.268765373270842
chr1,206586847,206586848,.,-0.3427342192179878,-,m:100,114,m:71,81,m:87.72,m:87.65,0.877193,0.8765432,1.0,0.0034567901234567,0.001977399254927,-0.2828425872953586,0.2867973858052127
chr1,206586880,206586881,.,-0.3428332979088395,+,m:131,152,m:108,125,m:86.18,m:86.40,0.8618421,0.864,1.0,0.0,-0.0062743515483814,-0.2303781911484095,0.2429268942451723
chr1,206586881,206586882,.,-0.3141595804653718,-,m:101,117,m:70,80,m:86.32,m:87.50,0.8632479,0.875,1.0,-0.015,-0.0348535141138417,-0.2494899694269818,0.3191969976546653
chr1,206586906,206586907,.,-0.0339216780199649,+,m:114,169,m:82,130,m:67.46,m:63.08,0.6745562,0.63076925,1.0,0.04,0.0920078835113265,-0.1366407744824305,0.3206565415050835
